Species;Date;Year;Quarter;Month;Index;Appr. status;Seqno;Haul;Validity;Station name;Subsam;Processing;Size;Sex;Subdiv;Rect;ICES;Lat;Long;Bottom depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area;Kg/hour;Tot. no./hour;Lengthcl.;No./hour;Length measure type;DNA sampleID;NumberToSample;SMHI serial no
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;180;68,3;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;190;170,7;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;200;153,7;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;210;68,3;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;220;85,4;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;230;170,7;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;240;136,6;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;250;68,3;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;260;102,4;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;270;34,1;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;290;51,2;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;300;17,1;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;310;17,1;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.111;Locked;10111;111;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,19;1105,22;18,6;30;1,86;72;4,2;;0,4960;98,52;1280,6;380;17,1;Total length TL;;;109
greater weever;2018-08-27;2018;3;8;OXBH.2018.112;Locked;10112;112;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5621,15;1154,23;31,3;30;1,85;71,7;5;;0,4910;,52;6;190;2;Total length TL;;;113
greater weever;2018-08-27;2018;3;8;OXBH.2018.112;Locked;10112;112;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5621,15;1154,23;31,3;30;1,85;71,7;5;;0,4910;,52;6;250;2;Total length TL;;;113
greater weever;2018-08-27;2018;3;8;OXBH.2018.112;Locked;10112;112;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5621,15;1154,23;31,3;30;1,85;71,7;5;;0,4910;,52;6;270;2;Total length TL;;;113
greater weever;2018-08-27;2018;3;8;OXBH.2018.114;Locked;10113;114;V;7 NW KULLEN;0;0;9;;21;4157;41G2;5624,29;1215,53;32,7;30;1,86;73,6;4,7;;0,5070;,26;4;170;2;Total length TL;;;115
greater weever;2018-08-27;2018;3;8;OXBH.2018.114;Locked;10113;114;V;7 NW KULLEN;0;0;9;;21;4157;41G2;5624,29;1215,53;32,7;30;1,86;73,6;4,7;;0,5070;,26;4;240;2;Total length TL;;;115
greater weever;2018-08-27;2018;3;8;OXBH.2018.116;Locked;10114;116;V;SKÄLDERVIKEN;0;0;9;;21;4157;41G2;5620,31;1236,33;22,8;30;1,86;76,3;4,6;;0,5260;,126;2;210;2;Total length TL;;;117
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;180;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;190;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;210;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;220;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;230;4,8;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;250;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.120;Locked;10115;120;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5637,87;1149,96;34,7;25;1,6;74,7;4,4;;0,5310;1,32;19,2;270;2,4;Total length TL;;;119
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;200;2;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;210;2;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;220;2;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;230;6;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;240;2;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;250;4;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.121;Locked;10116;121;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,22;1152,81;44,4;30;1,87;72,8;4,5;;0,5040;1,66;20;290;2;Total length TL;;;122
greater weever;2018-08-28;2018;3;8;OXBH.2018.124;Locked;10117;124;V;SANDEN;0;0;9;;21;4256;42G1;5655,12;1141,98;60,7;30;1,91;81,5;4,2;;0,5770;,084;2;190;2;Total length TL;;;123
greater weever;2018-08-28;2018;3;8;OXBH.2018.126;Locked;10118;126;V;E FLADEN;0;0;9;;21;4356;43G1;5708,05;1151,07;53,7;30;1,86;80,9;4,2;;0,5570;,58;6;240;2;Total length TL;;;125
greater weever;2018-08-28;2018;3;8;OXBH.2018.126;Locked;10118;126;V;E FLADEN;0;0;9;;21;4356;43G1;5708,05;1151,07;53,7;30;1,86;80,9;4,2;;0,5570;,58;6;250;2;Total length TL;;;125
greater weever;2018-08-28;2018;3;8;OXBH.2018.126;Locked;10118;126;V;E FLADEN;0;0;9;;21;4356;43G1;5708,05;1151,07;53,7;30;1,86;80,9;4,2;;0,5570;,58;6;260;2;Total length TL;;;125
greater weever;2018-08-28;2018;3;8;OXBH.2018.127;Locked;10119;127;V;W FLADEN;0;0;9;;21;4356;43G1;5711,23;1139,55;72;30;1,86;83,1;4,3;;0,5730;,36;6;200;2;Total length TL;;;128
greater weever;2018-08-28;2018;3;8;OXBH.2018.127;Locked;10119;127;V;W FLADEN;0;0;9;;21;4356;43G1;5711,23;1139,55;72;30;1,86;83,1;4,3;;0,5730;,36;6;210;2;Total length TL;;;128
greater weever;2018-08-28;2018;3;8;OXBH.2018.127;Locked;10119;127;V;W FLADEN;0;0;9;;21;4356;43G1;5711,23;1139,55;72;30;1,86;83,1;4,3;;0,5730;,36;6;220;2;Total length TL;;;128
greater weever;2018-08-29;2018;3;8;OXBH.2018.130;Locked;10120;130;V;YTTRE LAHOLMSBUKTEN;0;0;9;;21;4257;42G2;5632,89;1233,68;22,7;30;1,87;72,9;4,6;;0,5050;,36;4;220;2;Total length TL;;;129
greater weever;2018-08-29;2018;3;8;OXBH.2018.130;Locked;10120;130;V;YTTRE LAHOLMSBUKTEN;0;0;9;;21;4257;42G2;5632,89;1233,68;22,7;30;1,87;72,9;4,6;;0,5050;,36;4;260;2;Total length TL;;;129
greater weever;2018-08-29;2018;3;8;OXBH.2018.132;Locked;10121;132;V;SW MORUPS BANK;0;0;9;;21;4257;42G2;5649,49;1213,26;37,2;30;1,86;73,6;4,6;;0,5070;,104;2;190;2;Total length TL;;;131
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;190;2;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;220;2;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;230;6;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;240;16;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;250;16;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;260;20;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;270;22;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;280;8;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;290;16;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.134;Locked;10122;134;V;MORUPS BANK;0;0;9;;21;4257;42G2;5652,61;1217,29;26,6;30;1,85;70,1;4,7;;0,4800;13,34;112;310;4;Total length TL;;;133
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;190;6;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;200;2;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;210;4;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;220;4;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;230;16;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;240;22;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;250;20;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;260;24;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;270;16;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;280;12;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;310;2;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.137;Locked;10123;137;V;GALTABÄCK;0;0;9;;21;4357;43G2;5701,05;1212,43;30,6;30;1,85;80,3;3,4;;0,5500;13,42;130;330;2;Total length TL;;;136
greater weever;2018-08-29;2018;3;8;OXBH.2018.138;Locked;10124;138;V;INRE VÄRÖTUBEN;0;0;9;;21;4357;43G2;5711,32;1203,56;30,9;30;1,86;71,5;4,4;;0,4930;2,2;20;210;4;Total length TL;;;139
greater weever;2018-08-29;2018;3;8;OXBH.2018.138;Locked;10124;138;V;INRE VÄRÖTUBEN;0;0;9;;21;4357;43G2;5711,32;1203,56;30,9;30;1,86;71,5;4,4;;0,4930;2,2;20;240;2;Total length TL;;;139
greater weever;2018-08-29;2018;3;8;OXBH.2018.138;Locked;10124;138;V;INRE VÄRÖTUBEN;0;0;9;;21;4357;43G2;5711,32;1203,56;30,9;30;1,86;71,5;4,4;;0,4930;2,2;20;250;4;Total length TL;;;139
greater weever;2018-08-29;2018;3;8;OXBH.2018.138;Locked;10124;138;V;INRE VÄRÖTUBEN;0;0;9;;21;4357;43G2;5711,32;1203,56;30,9;30;1,86;71,5;4,4;;0,4930;2,2;20;260;2;Total length TL;;;139
greater weever;2018-08-29;2018;3;8;OXBH.2018.138;Locked;10124;138;V;INRE VÄRÖTUBEN;0;0;9;;21;4357;43G2;5711,32;1203,56;30,9;30;1,86;71,5;4,4;;0,4930;2,2;20;270;8;Total length TL;;;139
greater weever;2018-08-30;2018;3;8;OXBH.2018.141;Locked;10125;141;V;10 WNW NIDINGEN;0;0;9;;21;4356;43G1;5719,07;1134,6;62,6;30;1,88;79;4,4;;0,5500;,01;4;230;4;Total length TL;;;140
greater weever;2018-08-30;2018;3;8;OXBH.2018.142;Locked;10126;142;I;10 WNW NIDINGEN;0;0;9;;21;4356;43G1;5719,13;1135,15;62,9;15;,95;77,8;4,4;;0,5480;,76;8;240;4;Total length TL;;;140
greater weever;2018-08-30;2018;3;8;OXBH.2018.142;Locked;10126;142;I;10 WNW NIDINGEN;0;0;9;;21;4356;43G1;5719,13;1135,15;62,9;15;,95;77,8;4,4;;0,5480;,76;8;250;4;Total length TL;;;140
greater weever;2018-08-30;2018;3;8;OXBH.2018.143;Locked;10127;143;I;10 WNW NIDINGEN;0;0;9;;21;4356;43G1;5719,92;1135,26;61,6;1;;74,3;4,8;;;2,58;60;200;60;Total length TL;;;140
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;220;6;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;230;6;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;240;10;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;250;12;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;260;8;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;270;2;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;280;2;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;290;4;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;300;4;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;310;2;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.145;Locked;10128;145;V;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,06;1110,62;42,8;30;1,86;78,7;4,6;;0,5420;6,38;58;340;2;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;220;4;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;230;8;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;240;20;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;250;24;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;260;12;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;270;4;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;290;8;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.146;Locked;10129;146;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5733,2;1110,28;43,6;15;,93;77,2;4,5;;0,5320;9;84;300;4;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;230;15;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;240;15;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;250;30;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;260;15;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;270;30;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;280;30;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;300;15;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.147;Locked;10130;147;I;7 NNW LÄSÖ TRINDEL;0;0;9;;20;4456;44G1;5732,52;1108,36;41,8;4;;73,9;4,4;;;20,1;165;310;15;Total length TL;;;144
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;190;3,6;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;210;10,8;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;220;3,6;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;230;7,2;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;240;28,8;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;250;21,6;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;260;21,6;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;270;36,1;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;280;32,5;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;290;14,4;Total length TL;;;149
greater weever;2018-08-30;2018;3;8;OXBH.2018.148;Locked;10131;148;V;14 W VINGA;0;0;9;;20;4456;44G1;5740,37;1112,24;39,4;30;1,85;75,3;4,5;;0,5160;21,06;191,1;300;3,6;Total length TL;;;149
